Family,Binomial,Title,Author,Volume,Year,Page,In key,Binomial only,Binomial with occurrence record(s)/specimens,In synonymy,Unstructured diagnosis (comparative),Structured description,Habitat description,Ocurrence,Range description,Image
Commelinaceae,Cyanotis barbata,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.45,1993,Page 271,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.47:pt.2,1995,Page 725,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,"A handbook of tropical gardening and planting, with special reference to Ceylon, ","Macmillan, Hugh Fraser.",(go to volume),1914,Page 389,,,yes,,,,,,,
Commelinaceae,Cyanotis barbata,The illustrated dictionary of gardening :a practical and scientific encyclopædia of horticulture for gardeners and botanists / ,"Garrett, John, Nicholson, George, Trail, James William Helenus,",v. 2,1884-1888,Page 415,,,,,yes,,,yes,,
Commelinaceae,Cyanotis barbata,"Index Kewensis plantarum phanerogamarum : nomina et synonym omnium generum et specierum a linnaeo usque as annum MDCCLXXXV complectans nomine recepro auctore patria unicuique planta subjectis : sumptibus beati Caroli Roberti Darwin ductu et consilio Josephi D. Hooker. Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei ","Darwin, Charles, Hooker, Joseph Dalton, Jackson, Benjamin Daydon Royal Botanic Gardens, Kew.",Vol. 2 pt. 2,1893,Page 1095,,,,yes,,,,,,
Commelinaceae,Cyanotis barbata,"Index Kewensis plantarum phanerogamarum : nomina et synonym omnium generum et specierum a linnaeo usque as annum MDCCLXXXV complectans nomine recepro auctore patria unicuique planta subjectis : sumptibus beati Caroli Roberti Darwin ductu et consilio Josephi D. Hooker. Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei ","Darwin, Charles, Hooker, Joseph Dalton, Jackson, Benjamin Daydon Royal Botanic Gardens, Kew.",Vol. 2 pt. 2,1893,Page 1096,Error not found,,,,,,,,,
Commelinaceae,Cyanotis barbata,Index Kewensis plantarum phanerogamarum. nomina et synonyma omnium generum et specierum ab initio anni MDCCCLXXXVI usque ad finem anni MDCCCXCV complectens / Supplementum primum : Supplementum primum : ,"Durand, Th. (Théophile), Jackson, Benjamin Daydon Royal Botanic Gardens, Kew.",Suppl. 1,,Page 432,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,The journal of the Asiatic Society of Bengal. ,Asiatic Society of Bengal,v.17:pt.1 (1848),1848,Page 371,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,The journal of the Asiatic Society of Bengal. ,Asiatic Society of Bengal,v.17:pt.1 (1848),1848,Page 438,,list same as above,,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Bombay Natural History Society. ,Bombay Natural History Society.,v.22 (1913),1913,Page 573,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Bombay Natural History Society. ,Bombay Natural History Society.,v.78 (1981),1981,Page 416,,,,yes,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.11 (1871),1871,Page 439,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.11 (1871),1871,Page 452,,,,,yes,,yes,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.11 (1871),1871,Page 453,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.11 (1871),1871,Page 454,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.15 (1877),1877,Page 529,,Index,,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.28 (1891),1891,Page 140,,,yes,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.28 (1891),1891,Page 433,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.36 (1903-1905),1903-05,Page 157,,,yes and reference,,,,,,,
Commelinaceae,Cyanotis barbata,Journal of the Straits Branch of the Royal Asiatic Society. ,Royal Asiatic Society of Great Britain and Ireland. Malaysian Branch.,no.25-27(1894),1894,Page 150,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,la han zhong zi zhi wu ming chen (bu bian) ,zhong guo ke xue yuan bian yi chu ban wei yuan hui ming ci shi,(go to volume),,Page 48,,,,yes,,,,,,
Commelinaceae,Cyanotis barbata,"Materials for a flora of the Malayan peninsula, ","Ridley, Henry Nicholas,",4,1907,Page 32,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,"Nomenclator botanicus, seu, Synonymia plantarum universalis :enumerans ordine alphabetico nomina atque synonyma, tum generica tum specifica, et a Linnaeo et a recentioribus de re botanica scriptoribus plantis phanerogamis imposita / ","Steudel, Ernst Gottlieb, Cotta, J. G.",v.1-2,1841,Page 695,,,,yes,,,,,,
Commelinaceae,Cyanotis barbata,"Notes from the Royal Botanic Garden, Edinburgh. ","Royal Botanic Garden, Edinburgh.",v. 7 1912-13,1912-1913,Page 71,,,,,yes,,yes,yes,,
Commelinaceae,Cyanotis barbata,"Notes from the Royal Botanic Garden, Edinburgh. ","Royal Botanic Garden, Edinburgh.",v. 7 1912-13,1912-1913,Page 154,,,,,yes,,yes,yes,,
Commelinaceae,Cyanotis barbata,"Notes from the Royal Botanic Garden, Edinburgh. ","Royal Botanic Garden, Edinburgh.",v. 7 1912-13,1912-1913,Page 275,,,,,yes,,yes,yes,,
Commelinaceae,Cyanotis barbata,"Notes from the Royal Botanic Garden, Edinburgh. ","Royal Botanic Garden, Edinburgh.",v. 7 1912-13,1912-1913,Page 303,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,"Notes from the Royal Botanic Garden, Edinburgh. ","Royal Botanic Garden, Edinburgh.",v. 7 1912-13,1912-1913,Page 353,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,"Notes from the Royal Botanic Garden, Edinburgh. ","Royal Botanic Garden, Edinburgh.",v. 14 1923-24,1923-1924,Page 205,,,,,yes,,yes,yes,,
Commelinaceae,Cyanotis barbata,Notulae systematicae. ,Laboratoire de phanérogamie (Muséum national d'histoire naturelle),v.12-13(1945-1948),1945-1948,Page 263,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,Oesterreichische botanische Zeitschrift. ,,v.69 (1920),1920,Page 79,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.164-167 (1966),1966,Page 351,,,,,yes,,,,,
Commelinaceae,Cyanotis barbata,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.164-167 (1966),1966,Page 392,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,"Plant lists : China, ","Metcalf, Franklin P. (Franklin Post),",Identifications,1924-1927,Page 5,Error page didn't open,,,,,,,,,
Commelinaceae,Cyanotis barbata,"Plants of the Punjab : a descriptive key to the flora of the Punjab, North-west Frontier Province, and Kashmir / ","Bamber, Charles James,",(go to volume),1916,Page 311,,,,,yes,,,,,
Commelinaceae,Cyanotis barbata,"Plants of the Punjab : a descriptive key to the flora of the Punjab, North-west Frontier Province, and Kashmir / ","Bamber, Charles James,",(go to volume),1916,Page 571,,,,,yes,,yes,,,
Commelinaceae,Cyanotis barbata,"Plants of the Punjab; a descriptive key to the flora of the Punjab, North-west Frontier Province and Kashmir. ","Bamber, Charles James,",(go to volume),1916,Page 282,,,,,yes,,,,,
Commelinaceae,Cyanotis barbata,"Preliminary report on the forest and other vegetation of Pegu, ","Kurz, Sulpiz,",(go to volume),1875,Page 52,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,qing zang zi ran di li zi liao ,xu jin zhi,(go to volume),,Page 72,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,Records of the Botanical Survey of India. ,Botanical Survey of India.,v.1 [1893],1893,Page 211,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,Records of the Botanical Survey of India. ,Botanical Survey of India.,v.1 [1893],1893,Page 379,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,Records of the Botanical Survey of India. ,Botanical Survey of India.,v.4 (1913),1913,Page 420,,,yes,,,,,,,
Commelinaceae,Cyanotis barbata,Records of the Botanical Survey of India. ,Botanical Survey of India.,v.4 (1913),1913,Page 3,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,Records of the Botanical Survey of India. ,Botanical Survey of India.,v.4 (1913),1913,Page 5,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,Repertorium specierum novarum regni vegetabilis. ,,v.4 (1907),1907,Page 114,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,Repertorium specierum novarum regni vegetabilis. Beihefte. ,"Fedde, Friedrich,",v.11-12 (1922),1922,Page 315,,,yes,,,,,,,
Commelinaceae,Cyanotis barbata,"SIDA, contributions to botany. ","Mahler, William F.Shinners, Lloyd Herbert,",v.1 (1962-1964),1962-1964,Page 276,,,yes,,,,,,,
Commelinaceae,Cyanotis barbata,"SIDA, contributions to botany. ","Mahler, William F.Shinners, Lloyd Herbert,",v.1 (1962-1964),1962-1964,Page 278,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,"SIDA, contributions to botany. ","Mahler, William F.Shinners, Lloyd Herbert,",v.1 (1962-1964),1962-1964,Page 289,,,,,,,,,,caryotype photo
Commelinaceae,Cyanotis barbata,"The standard cyclopedia of horticulture; a discussion, for the amateur, and the professional and commercial grower, of the kinds, characteristics and methods of cultivation of the species of plants grown in the regions of the United States and Canada for ornament, for fancy, for fruit and for vegetables; with keys to the natural families and genera, descriptions of the horticultural capabilities of the states and provinces and dependent islands, and sketches of eminent horticulturists, ","Bailey, L. H. (Liberty Hyde),",v.2,1916,Page 930,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,"Transactions of the Linnean Society of London, 2nd series: Botany ",Linnean Society of London.,v.3 (1888-1894),1888-1894,Page 433,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,Yunnan zhong zi zhi wu ming lu / ,Zhongguo ke xue yuan. Kunming zhi wu yan jiu suo.,xia ce,1984,Page 2213,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,zhong zi zhi wu ming cheng ,zhong guo ke xue yuan bian yi ju,(go to volume),1954,Page 42,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,zhong zi zhi wu ming cheng ,zhong guo ke xue yuan bian yi ju,(go to volume),1954,Page 88,,list,,,,,,,,
Commelinaceae,Cyanotis lanata,Abhandlungen der Königlichen Akademie der Wissenschaften zu Berlin. ,Deutsche Akademie der Wissenschaften zu Berlin.,1891,1891,Page 156,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,"Beihefte zum Botanischen Centralblatt. Abteilung B, Systematik, Pflanzengeographie, angewandte Botanik, etc. Abteilung B, Systematik, Pflanzengeographie, angewandte Botanik, etc.",,v.5(1895),1895,Page 519,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.28 (1901),1901,Page 357,,,[German] yes,,,,,,,
Commelinaceae,Cyanotis lanata,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.36 (1905),1905,Page 209,,,,,[German] yes,,,[German] yes,,
Commelinaceae,Cyanotis lanata,Botanisches Zentralblatt; referierendes Organ für das Gesamtgebiet der Botanik. ,"Association internationale des botanistes. Botanischer Verein, Munich. Botaniska sällskapet, Stockholm. Deutsche Botanische Gesellschaft.","jahrg. 27, bd. 101 (1906)",1906,Page 20,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,British Central Africa; an attempt to give some account of a portion of the territories under British influence north of the Zambezi. ,"Johnston, Harry Hamilton, Sir,",(go to volume),1897,Page 274,Error not found,,,,,,,,,
Commelinaceae,Cyanotis lanata,Bulletin de la Société royale de botanique de Belgique. ,Société royale de botanique de Belgique.,v.51 (1912),1912,Page 322,,listed,,,,,,,,
Commelinaceae,Cyanotis lanata,"Bulletin du Jardin botanique de l'état, Bruxelles. Bulletin van de Rijksplantentuin, Brussel. ",Jardin botanique de l'Etat (Belgium),v.2 (1910),1910,Page 581,,Species title,,,,,,,,
Commelinaceae,Cyanotis lanata,"Bulletin du Jardin botanique de l'état, Bruxelles. Bulletin van de Rijksplantentuin, Brussel. ",Jardin botanique de l'Etat (Belgium),v.5 (1915-1919),1915,Page 162,,,[French] yes,,,,,,,
Commelinaceae,Cyanotis lanata,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.9 (1987),1987,Page 143,,list,,,,,,,,
Commelinaceae,Cyanotis lanata,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.9 (1987),1987,Page 159,,,,,,,,,,ecological drawing
Commelinaceae,Cyanotis lanata,Catalogue of the African plants ,"British Museum (Natural History). Department of Botany. Hiern, William P. (William Philip), Rendle, A. B. (Alfred Barton), Welwitsch, Friedrich,",v.2 pt.1,1896,Page 80,,,yes,,,,,,,
Commelinaceae,Cyanotis lanata,"Catalogue of the plants collected by Mr. & Mrs. P.A. Talbotin the Oban district, South Nigeria, ","British Museum (Natural History). Department of Botany. Baker, Emund Gilbert, Moore, Spencer Le Marchant, Rendle, A. B. (Alfred Barton), Wernham, Herbert Fuller,",(go to volume),1913,Page 149,,list,,,,,,,,
Commelinaceae,Cyanotis lanata,"Chiefs and cities of Central Africa, across Lake Chad by way of British, French, and German territories, ","Macleod, Olive.",(go to volume),1912,Page 318,,,yes,,,,,,,
Commelinaceae,Cyanotis lanata,"Commelinaceae indicae, imprimis Archipelagi indici, adjectis nonnullis hisce terris alienis; ","Hasskarl, J. K. (Justus Karl),",1870,1870,Page 136,,,,,,[Latin],,,,
Commelinaceae,Cyanotis lanata,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile),Schinz, Hans,",v. 5,1895,Page 434,,,,,,,,,yes,
Commelinaceae,Cyanotis lanata,Flora hongkongensis: a description of the flowering plants and ferns of the island of Hongkong. ,"Bentham, George,",(go to volume),1861,(go to page),,,,yes,,,,,,
Commelinaceae,Cyanotis lanata,Flora Hongkongensis; a description of the flowering plants and ferns of the island of Hongkong. ,"Bentham, George,",(go to volume),1861,Page 378,,,,,,yes,yes,,yes,map
Commelinaceae,Cyanotis lanata,"Flora of Southern Africa : the Republic of South Africa, Basutoland, Swaziland and South West Africa. ","Codd, L. E. W. De Winter, B. Dyer, R. Allen (Robert Allen), Rycroft, H. B. (Hedley Brian) South Africa. Department of Agricultural Technical Services.",v.4:pt.2 (1985),1985,Page 55,,,,yes same as 2 lines above,,,,,,
Commelinaceae,Cyanotis lanata,Flora of tropical Africa / ,"Oliver, Daniel,",v.8 (1901-1902) [Pon.-Cyp.],1901-1902,Page 78,yes,,,,,,,,,
Commelinaceae,Cyanotis lanata,Flora of tropical Africa / ,"Oliver, Daniel,",v.8 (1901-1902) [Pon.-Cyp.],1901-1902,Page 84,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,The Gardeners' chronicle :a weekly illustrated journal of horticulture and allied subjects. ,,ser.3:v.41 (1907),1907,Page 263,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,The Journal of the Linnean Society. Botany. ,Linnean Society of London.,v.30 (1895),1895,Page 378,,,yes,,,,,,,
Commelinaceae,Cyanotis lanata,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 9, Abt. 2 (1882)",1882,Page 854,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 23, Abt. 2 (1895)",1895,Page 146,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 28, Abt. 1 (1900)",1900,Page 374,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 28, Abt. 2 (1900)",1900,Page 580,,index,,,,,,,,
Commelinaceae,Cyanotis lanata,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 33, Abt. 1 (1905)",1905,Page 375,,,yes,,,,,,,
Commelinaceae,Cyanotis lanata,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 33, Abt. 2 (1905)",1905,Page 351,,index,,,,,,,,
Commelinaceae,Cyanotis lanata,"Kunene-Sambesi-expedition, H. Baum, 1903. ","Baum, Hugo, Kellen, Pieter van der. Warburg, O. Deutsche Kolonialgesellschaft. Kolonial-wirtschaftliches Komitee.",(go to volume),1903,Page 185,,,yes,,,,yes,,,
Commelinaceae,Cyanotis lanata,"Kunene-Sambesi-expedition, H. Baum, 1903. ","Baum, Hugo, Kellen, Pieter van der. Warburg, O. Deutsche Kolonialgesellschaft. Kolonial-wirtschaftliches Komitee.",(go to volume),1903,Page 430,,table,,,,,,,,
Commelinaceae,Cyanotis lanata,"Kunene-Sambesi-expedition, H. Baum, 1903. ","Baum, Hugo, Kellen, Pieter van der. Warburg, O. Deutsche Kolonialgesellschaft. Kolonial-wirtschaftliches Komitee.",(go to volume),1903,Page 578,,index,,,,,,,,
Commelinaceae,Cyanotis lanata,"Die Natürlichen Pflanzenfamilien nebst ihren Gattungen und wichtigeren Arten, insbesondere den Nutzpflanzen, unter Mitwirkung zahlreicher hervorragender Fachgelehrten begründet ","Engler, Adolf, Krause, Kurt, Pilger, Robert Knuds Friedrich, Prantl, Karl Anton Eugen,","Teil 2, Abt. 1-6",1887,Page 67,,text,,,,,,,,
Commelinaceae,Cyanotis lanata,"Niger flora; or, An enumeration of the plants of western tropical Africa, ","Bentham, George, Hooker, Joseph Dalton, Vogel, Julius Rudolph Theodor, Webb, Philip Barker, Hooker, William Jackson, Sir,",(go to volume),1849,Page 542,,,,,,[Latin] yes,,,,
